RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock,$4.80 ,0.3876,8.78%,,,,7930,,
RLGT,Radiant Logistics Inc. Common Stock,$7.17 ,0.01,0.14%,354508497,United States,,27873,Transportation,Oil Refining/Marketing
RMED,Ra Medical Systems Inc. Common Stock,$0.37 ,-0.008,-2.09%,9864121,,2018,1945336,Health Care,Medical/Dental Instruments
RVP,Retractable Technologies Inc. Common Stock,$4.65 ,-0.02,-0.43%,157003916,United States,,91228,Health Care,Medical/Dental Instruments
SACC,Sachem Capital Corp. 6.875% Notes due 2024,$25.37 ,0.0452,0.18%,0,United States,2019,214,Consumer Services,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,$4.83 ,-0.12,-2.42%,153091588,United States,2017,112124,Consumer Services,Real Estate Investment Trusts
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,$25.09 ,0.0384,0.15%,,United States,,1920,,
SBEV,Splash Beverage Group Inc. (NV) Common Stock,$3.85 ,-0.2,-4.94%,131260880,,2021,490265,Consumer Non-Durables,Beverages (Production/Distribution)
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,$25.29 ,0,0.00%,0,United States,2019,5,Consumer Services,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,$25.53 ,0,0.00%,0,United States,2020,32,Consumer Services,Real Estate Investment Trusts
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,$25.35 ,0.03,0.12%,0,United States,,655,Consumer Services,Real Estate Investment Trusts
SDPI,Superior Drilling Products Inc. Common Stock,$0.87 ,0.0252,3.00%,24366259,,2014,3400,Energy,Metal Fabrications
SEB,Seaboard Corporation Common Stock,"$3,630.01 ",22.99,0.64%,4213639378,United States,1996,91,,
SENS,Senseonics Holdings Inc. Common Stock,$1.74 ,0.0101,0.58%,776054446,United States,,5472898,Health Care,Medical Specialities
SIF,SIFCO Industries Inc. Common Stock,$5.50 ,0,0.00%,33018046,United States,,132,Capital Goods,Office Equipment/Supplies/Services
SILV,SilverCrest Metals Inc. Common Shares,$8.52 ,-0.12,-1.39%,1236665765,,2018,144714,Capital Goods,Industrial Machinery/Components
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,$28.50 ,0,0.00%,4394516945,Mexico,1993,70,Basic Industries,Steel/Iron Ore
SKYH,Sky Harbour Group Corporation Class A Common Stock,$9.84 ,-0.2455,-2.43%,147053016,,,644830,Capital Goods,Military/Government/Technical
SLI,Standard Lithium Ltd. Common Shares,$6.23 ,-0.16,-2.50%,1007503433,,2021,361150,,
SMTS,Sierra Metals Inc. Common Stock,$1.32 ,0.025,1.94%,214871000,,,46486,,
SNMP,Evolve Transition Infrastructure LP Common Stock,$0.40 ,0.0305,8.26%,45654671,United States,,1775954,Energy,Oil & Gas Production
SSY,SunLink Health Systems Inc. Common Stock,$1.34 ,0.03,2.29%,9318562,United States,,2534,Health Care,Medical/Nursing Services
STXS,Stereotaxis Inc. Common Stock,$4.73 ,-0.11,-2.27%,352768310,United States,,20379,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SVM,Silvercorp Metals Inc. Common Shares,$3.60 ,0.015,0.42%,636695347,,,355551,,
SVT,Servotronics Inc. Common Stock,$14.50 ,0.345,2.44%,36129172,United States,,511,Consumer Durables,Metal Fabrications
SYN,Synthetic Biologics Inc. Common Stock,$0.25 ,-0.003,-1.19%,32984226,United States,,173053,Health Care,Biotechnology: Pharmaceutical Preparations
TELL,Tellurian Inc. Common Stock,$2.57 ,0.14,5.76%,1231043009,United States,,4627585,Energy,Oil & Gas Production
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,$22.55 ,0.05,0.22%,0,United States,,1150,,
TGB,Taseko Mines Ltd. Common Stock,$1.89 ,-0.025,-1.31%,535257420,Canada,,236782,,
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),$1.16 ,0.03,2.66%,226093493,Canada,,264914,,
TKAT,Takung Art Co. Ltd. Common Stock,$2.51 ,-0.02,-0.79%,35032956,,,50931,Consumer Services,Catalog/Specialty Distribution
TMBR,Timber Pharmaceuticals Inc. Common Stock,$0.32 ,-0.02,-5.88%,20414774,United States,2015,560582,Consumer Durables,Specialty Chemicals
TMP,Tompkins Financial Corporation Common Stock,$79.81 ,-0.25,-0.31%,1163007442,United States,,6218,Finance,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,$1.50 ,-0.0149,-0.98%,218210975,Canada,,13938,,
TPHS,Trinity Place Holdings Inc. Common Stock,$1.89 ,0,0.00%,69364391,,,1049,Consumer Services,Real Estate
TRT,Trio-Tech International Common Stock,$6.90 ,0.15,2.22%,27249342,United States,,12148,Technology,Industrial Machinery/Components
TRX,Tanzanian Gold Corporation Common Stock,$0.35 ,-0.0011,-0.31%,96720258,Canada,,112007,,
UAMY,United States Antimony Corporation Common Stock,$0.44 ,-0.0105,-2.32%,46957146,United States,,298632,,
UAVS,AgEagle Aerial Systems Inc. Common Stock,$0.99 ,0.023,2.38%,76417454,United States,,407018,,
UEC,Uranium Energy Corp. Common Stock,$3.00 ,0.12,4.17%,832963359,Canada,,1729335,Basic Industries,Other Metals and Minerals
UFAB,Unique Fabricating Inc. Common Stock,$2.10 ,-0.03,-1.41%,24639609,United States,2015,2415,Capital Goods,Auto Parts:O.E.M.
URG,Ur Energy Inc Common Shares (Canada),$1.16 ,0,0.00%,250575689,Canada,,275906,,
USAS,Americas Gold and Silver Corporation Common Shares no par value,$0.97 ,0.006,0.63%,158797899,,2017,99648,,
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,$31.59 ,-0.1548,-0.49%,2139200657,United States,2004,79255,Finance,Investment Managers
UUU,Universal Security Instruments Inc. Common Stock,$2.75 ,-0.24,-8.03%,6360439,United States,,25902,Miscellaneous,Diversified Manufacture
UUUU,Energy Fuels Inc Ordinary Shares (Canada),$6.28 ,0.05,0.80%,981326610,,,486721,,
VFL,Delaware Investments National Municipal Income Fund Common Stock,$13.07 ,-0.0525,-0.40%,59175429,United States,1993,1841,Finance,Finance/Investors Services
VGZ,Vista Gold Corp Common Stock,$0.82 ,0.0049,0.60%,96669397,United States,,23650,,
VHAQ,Viveon Health Acquisition Corp. Common Stock,$10.07 ,0.0002,0.00%,253328469,,2021,991,,
VINE,Fresh Vine Wine Inc. Common Stock,$4.51 ,-0.0299,-0.66%,55023279,,2021,26878,Consumer Non-Durables,Beverages (Production/Distribution)
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),$10.92 ,-0.08,-0.73%,484755737,United States,,28933,Finance,Finance Companies
VNRX,VolitionRX Limited Common Stock,$2.87 ,-0.02,-0.69%,153648782,Singapore,2015,14222,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOLT,Volt Information Sciences Inc. Common Stock,$3.14 ,0.0251,0.81%,69283346,United States,,3051,Technology,Diversified Commercial Services
VZLA,Vizsla Silver Corp. Common Shares,$1.91 ,0.02,1.06%,282491571,,2022,11476,,
WBEV,Winc Inc. Common Stock,$3.77 ,-0.0099,-0.26%,49611387,,2021,1619,Consumer Non-Durables,Beverages (Production/Distribution)
WLMS,Williams Industrial Services Group Inc. Common Stock,$1.46 ,-0.05,-3.31%,37836633,,2021,34301,Capital Goods,Engineering & Construction
WRN,Western Copper and Gold Corporation Common Stock,$1.61 ,-0.03,-1.83%,243796061,Canada,2011,47149,,
WTT,Wireless Telecom Group  Inc. Common Stock,$1.80 ,0,0.00%,40358129,United States,,19707,Capital Goods,Telecommunications Equipment
WWR,Westwater Resources Inc. Common Stock,$1.92 ,-0.0023,-0.12%,67831611,United States,,184681,Basic Industries,Other Metals and Minerals
WYY,WidePoint Corporation Common Stock,$4.10 ,-0.01,-0.24%,36238449,United States,,1648,Technology,EDP Services
XPL,Solitario Zinc Corp. Common Stock,$0.61 ,-0.0072,-1.16%,37997294,United States,,11882,Basic Industries,Metal Mining
XTNT,Xtant Medical Holdings Inc. Common Stock,$0.66 ,0,0.00%,57285476,United States,,15731,Health Care,Medical Specialities
YCBD,cbdMD Inc. Common Stock,$0.84 ,-0.0294,-3.40%,48926862,United States,2017,65922,Health Care,Biotechnology: Pharmaceutical Preparations
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,$4.12 ,-0.0073,-0.18%,,United States,,497,,
ZDGE,Zedge Inc. Class B Common Stock ,$6.81 ,0,0.00%,97969096,,2016,18166,Technology,Internet and Information Services
ZOM,Zomedica Corp. Common Shares,$0.35 ,-0.0106,-2.92%,345608849,United States,2017,5550234,,
